[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:25:25

[MS Chromatogram]
m/z	1-1 83.00
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
Ret.Time	Absolute Intensity	Relative Intensity
20.790	115	0.08
20.793	115	0.08
20.797	116	0.08
20.800	116	0.08
20.803	116	0.08
20.807	117	0.08
20.810	117	0.08
20.813	117	0.08
20.817	118	0.08
20.820	118	0.08
20.823	118	0.08
20.827	119	0.08
20.830	119	0.08
20.833	119	0.08
20.837	120	0.08
20.840	120	0.08
20.843	120	0.08
20.847	120	0.08
20.850	120	0.08
20.853	121	0.08
20.857	121	0.08
20.860	121	0.08
20.863	121	0.08
20.867	121	0.08
20.870	121	0.08
20.873	121	0.08
20.877	120	0.08
20.880	120	0.08
20.883	120	0.08
20.887	120	0.08
20.890	119	0.08
20.893	119	0.08
20.897	119	0.08
20.900	118	0.08
20.903	118	0.08
20.907	117	0.08
20.910	117	0.08
20.913	116	0.08
20.917	116	0.08
20.920	115	0.08
20.923	114	0.08
20.927	114	0.08
20.930	113	0.08
20.933	113	0.08
20.937	112	0.08
20.940	112	0.08
20.943	111	0.08
20.947	110	0.07
20.950	110	0.07
20.953	109	0.07
20.957	109	0.07
20.960	109	0.07
20.963	108	0.07
20.967	108	0.07
20.970	108	0.07
20.973	107	0.07
20.977	107	0.07
20.980	107	0.07
20.983	107	0.07
20.987	107	0.07
20.990	107	0.07
20.993	107	0.07
20.997	107	0.07
21.000	107	0.07
21.003	108	0.07
21.007	108	0.07
21.010	109	0.07
21.013	109	0.07
21.017	110	0.07
21.020	111	0.08
21.023	112	0.08
21.027	113	0.08
21.030	113	0.08
21.033	114	0.08
21.037	115	0.08
21.040	116	0.08
21.043	118	0.08
21.047	119	0.08
21.050	121	0.08
21.053	122	0.08
21.057	123	0.08
21.060	125	0.08
21.063	126	0.09
21.067	128	0.09
21.070	130	0.09
21.073	131	0.09
21.077	133	0.09
21.080	134	0.09
21.083	136	0.09
21.087	138	0.09
21.090	140	0.10
21.093	141	0.10
21.097	143	0.10
21.100	145	0.10
21.103	146	0.10
21.107	148	0.10
21.110	149	0.10
21.113	151	0.10
21.117	152	0.10
21.120	153	0.10
21.123	155	0.11
21.127	156	0.11
21.130	158	0.11
21.133	159	0.11
21.137	160	0.11
21.140	161	0.11
21.143	162	0.11
21.147	162	0.11
21.150	163	0.11
21.153	164	0.11
21.157	164	0.11
21.160	164	0.11
21.163	164	0.11
21.167	164	0.11
21.170	165	0.11
21.173	165	0.11
21.177	165	0.11
21.180	165	0.11
21.183	165	0.11
21.187	165	0.11
21.190	165	0.11
21.193	166	0.11
21.197	166	0.11
21.200	167	0.11
21.203	167	0.11
21.207	167	0.11
21.210	167	0.11
21.213	168	0.11
21.217	168	0.11
21.220	169	0.11
21.223	170	0.12
21.227	170	0.12
21.230	171	0.12
21.233	171	0.12
21.237	172	0.12
21.240	172	0.12
21.243	173	0.12
21.247	174	0.12
21.250	174	0.12
21.253	175	0.12
21.257	176	0.12
21.260	177	0.12
21.263	178	0.12
21.267	180	0.12
21.270	181	0.12
21.273	182	0.12
21.277	182	0.12
21.280	182	0.12
21.283	181	0.12
21.287	180	0.12
21.290	180	0.12
21.293	179	0.12
21.297	178	0.12
21.300	177	0.12
21.303	177	0.12
21.307	176	0.12
21.310	174	0.12
21.313	173	0.12
21.317	172	0.12
21.320	170	0.12
21.323	169	0.11
21.327	168	0.11
21.330	166	0.11
21.333	165	0.11
21.337	163	0.11
21.340	161	0.11
21.343	160	0.11
21.347	159	0.11
21.350	157	0.11
21.353	156	0.11
21.357	154	0.10
21.360	153	0.10
21.363	151	0.10
21.367	150	0.10
21.370	149	0.10
21.373	147	0.10
21.377	146	0.10
21.380	144	0.10
21.383	143	0.10
21.387	142	0.10
21.390	140	0.10
21.393	139	0.09
21.397	139	0.09
21.400	138	0.09
21.403	136	0.09
21.407	136	0.09
21.410	135	0.09
21.413	134	0.09
21.417	133	0.09
21.420	133	0.09
21.423	132	0.09
21.427	131	0.09
21.430	131	0.09
21.433	130	0.09
21.437	130	0.09
21.440	129	0.09
21.443	129	0.09
21.447	129	0.09
21.450	128	0.09
21.453	128	0.09
21.457	127	0.09
21.460	127	0.09
21.463	127	0.09
21.467	126	0.09
21.470	126	0.09
21.473	125	0.08
21.477	125	0.08
21.480	125	0.08
21.483	125	0.08
21.487	124	0.08
21.490	124	0.08
21.493	124	0.08
21.497	123	0.08
21.500	123	0.08
21.503	123	0.08
21.507	123	0.08
21.510	122	0.08
21.513	122	0.08
21.517	122	0.08
21.520	122	0.08
21.523	122	0.08
21.527	122	0.08
21.530	122	0.08
21.533	122	0.08
21.537	121	0.08
21.540	121	0.08
21.543	121	0.08
21.547	122	0.08
21.550	122	0.08
21.553	122	0.08
21.557	122	0.08
21.560	122	0.08
21.563	122	0.08
21.567	122	0.08
21.570	123	0.08
21.573	123	0.08
21.577	123	0.08
21.580	123	0.08
21.583	123	0.08
21.587	123	0.08
21.590	124	0.08
21.593	124	0.08
21.597	124	0.08
21.600	124	0.08
21.603	124	0.08
21.607	125	0.08
21.610	125	0.08
21.613	125	0.08
21.617	125	0.08
21.620	125	0.08
21.623	125	0.08
21.627	125	0.08
21.630	125	0.08
21.633	125	0.08
21.637	125	0.08
21.640	125	0.08
21.643	125	0.08
21.647	125	0.08
21.650	125	0.08
21.653	125	0.08
21.657	124	0.08
21.660	124	0.08
21.663	124	0.08
21.667	124	0.08
21.670	124	0.08
21.673	124	0.08
21.677	124	0.08
21.680	124	0.08
21.683	123	0.08
21.687	123	0.08
21.690	123	0.08
21.693	123	0.08
21.697	123	0.08
21.700	123	0.08
21.703	123	0.08
21.707	123	0.08
21.710	123	0.08
21.713	123	0.08
21.717	123	0.08
21.720	123	0.08
21.723	123	0.08
21.727	123	0.08
21.730	123	0.08
21.733	124	0.08
21.737	124	0.08
21.740	124	0.08
21.743	124	0.08
21.747	124	0.08
21.750	124	0.08
21.753	124	0.08
21.757	124	0.08
21.760	124	0.08
21.763	124	0.08
21.767	124	0.08
21.770	124	0.08
21.773	124	0.08
21.777	124	0.08
21.780	124	0.08
21.783	124	0.08
21.787	124	0.08
21.790	124	0.08
21.793	124	0.08
21.797	125	0.08
21.800	125	0.08
21.803	125	0.08
21.807	125	0.08
21.810	126	0.09
21.813	126	0.09
21.817	126	0.09
21.820	127	0.09
21.823	127	0.09
21.827	128	0.09
21.830	128	0.09
21.833	129	0.09
21.837	130	0.09
21.840	130	0.09
21.843	131	0.09
21.847	132	0.09
21.850	133	0.09
21.853	133	0.09
21.857	134	0.09
21.860	135	0.09
21.863	136	0.09
21.867	136	0.09
21.870	137	0.09
21.873	138	0.09
21.877	139	0.09
21.880	140	0.10
21.883	140	0.10
21.887	141	0.10
21.890	142	0.10
21.893	142	0.10
21.897	143	0.10
21.900	143	0.10
21.903	143	0.10
21.907	144	0.10
21.910	144	0.10
21.913	144	0.10
21.917	144	0.10
21.920	143	0.10
21.923	143	0.10
21.927	143	0.10
21.930	142	0.10
21.933	142	0.10
21.937	141	0.10
21.940	141	0.10
21.943	140	0.10
21.947	139	0.09
21.950	139	0.09
21.953	138	0.09
21.957	137	0.09
21.960	136	0.09
21.963	135	0.09
21.967	134	0.09
21.970	133	0.09
21.973	132	0.09
21.977	131	0.09
21.980	130	0.09
21.983	129	0.09
21.987	128	0.09
21.990	127	0.09
21.993	126	0.09
21.997	125	0.08
22.000	124	0.08
22.003	123	0.08
22.007	122	0.08
22.010	121	0.08
22.013	120	0.08
22.017	120	0.08
22.020	119	0.08
22.023	118	0.08
22.027	118	0.08
22.030	117	0.08
22.033	117	0.08
22.037	116	0.08
22.040	116	0.08
22.043	116	0.08
22.047	115	0.08
22.050	115	0.08
22.053	115	0.08
22.057	114	0.08
22.060	114	0.08
22.063	114	0.08
22.067	114	0.08
22.070	113	0.08
22.073	113	0.08
22.077	113	0.08
22.080	113	0.08
22.083	113	0.08
22.087	112	0.08
22.090	112	0.08
22.093	112	0.08
22.097	111	0.08
22.100	111	0.08
22.103	111	0.08
22.107	110	0.07
22.110	110	0.07
22.113	110	0.07
22.117	109	0.07
22.120	109	0.07
22.123	108	0.07
22.127	107	0.07
22.130	107	0.07
22.133	106	0.07
22.137	105	0.07
22.140	105	0.07
22.143	104	0.07
22.147	103	0.07
22.150	102	0.07
22.153	102	0.07
22.157	101	0.07
22.160	100	0.07
22.163	99	0.07
22.167	98	0.07
22.170	98	0.07
22.173	97	0.07
22.177	96	0.07
22.180	96	0.07
22.183	95	0.06
22.187	94	0.06
22.190	94	0.06
22.193	94	0.06
22.197	94	0.06
22.200	93	0.06
22.203	93	0.06
22.207	93	0.06
22.210	93	0.06
22.213	94	0.06
22.217	94	0.06
22.220	94	0.06
22.223	95	0.06
22.227	95	0.06
22.230	96	0.07
22.233	97	0.07
22.237	98	0.07
22.240	99	0.07
22.243	101	0.07
22.247	102	0.07
22.250	104	0.07
22.253	105	0.07
22.257	107	0.07
22.260	108	0.07
22.263	110	0.07
22.267	112	0.08
22.270	113	0.08
22.273	116	0.08
22.277	118	0.08
22.280	120	0.08
22.283	122	0.08
22.287	124	0.08
22.290	126	0.09
22.293	128	0.09
22.297	130	0.09
22.300	132	0.09
22.303	135	0.09
22.307	136	0.09
22.310	137	0.09
22.313	138	0.09
22.317	140	0.10
22.320	141	0.10
22.323	142	0.10
22.327	143	0.10
22.330	143	0.10
22.333	144	0.10
22.337	144	0.10
22.340	145	0.10
22.343	146	0.10
22.347	146	0.10
22.350	146	0.10
22.353	146	0.10
22.357	146	0.10
22.360	146	0.10
22.363	145	0.10
22.367	144	0.10
22.370	143	0.10
22.373	142	0.10
22.377	141	0.10
22.380	140	0.10
22.383	139	0.09
22.387	138	0.09
22.390	137	0.09
22.393	136	0.09
22.397	135	0.09
22.400	134	0.09
22.403	132	0.09
22.407	131	0.09
22.410	130	0.09
22.413	129	0.09
22.417	128	0.09
22.420	127	0.09
22.423	126	0.09
22.427	125	0.08
22.430	124	0.08
22.433	124	0.08
22.437	123	0.08
22.440	122	0.08
22.443	122	0.08
22.447	121	0.08
22.450	121	0.08
22.453	120	0.08
22.457	120	0.08
22.460	120	0.08
22.463	120	0.08
22.467	120	0.08
22.470	120	0.08
22.473	120	0.08
22.477	120	0.08
22.480	121	0.08
22.483	121	0.08
22.487	121	0.08
22.490	122	0.08
22.493	122	0.08
22.497	123	0.08
22.500	123	0.08
22.503	124	0.08
22.507	124	0.08
22.510	125	0.08
22.513	125	0.08
22.517	126	0.09
22.520	127	0.09
22.523	127	0.09
22.527	128	0.09
22.530	128	0.09
22.533	129	0.09
22.537	129	0.09
22.540	130	0.09
22.543	130	0.09
22.547	131	0.09
22.550	131	0.09
22.553	132	0.09
22.557	132	0.09
22.560	132	0.09
22.563	133	0.09
22.567	133	0.09
22.570	133	0.09
22.573	133	0.09
22.577	133	0.09
22.580	133	0.09
22.583	133	0.09
22.587	133	0.09
22.590	133	0.09
22.593	133	0.09
22.597	132	0.09
22.600	132	0.09
22.603	132	0.09
22.607	132	0.09
22.610	131	0.09
22.613	131	0.09
22.617	130	0.09
22.620	130	0.09
22.623	129	0.09
22.627	129	0.09
22.630	128	0.09
22.633	128	0.09
22.637	127	0.09
22.640	127	0.09
22.643	126	0.09
22.647	125	0.08
22.650	125	0.08
22.653	124	0.08
22.657	124	0.08
22.660	123	0.08
22.663	123	0.08
22.667	122	0.08
22.670	122	0.08
22.673	121	0.08
22.677	121	0.08
22.680	120	0.08
22.683	120	0.08
22.687	119	0.08
22.690	119	0.08
22.693	118	0.08
22.697	118	0.08
22.700	117	0.08
22.703	117	0.08
22.707	116	0.08
22.710	116	0.08
22.713	115	0.08
22.717	115	0.08
22.720	115	0.08
22.723	114	0.08
22.727	113	0.08
22.730	113	0.08
22.733	113	0.08
22.737	112	0.08
22.740	112	0.08
22.743	111	0.08
22.747	111	0.08
22.750	110	0.07
22.753	110	0.07
22.757	110	0.07
22.760	109	0.07
22.763	109	0.07
22.767	109	0.07
22.770	108	0.07
22.773	108	0.07
22.777	108	0.07
22.780	107	0.07
22.783	107	0.07
22.787	107	0.07
22.790	107	0.07
22.793	106	0.07
22.797	106	0.07
22.800	106	0.07
22.803	105	0.07
22.807	105	0.07
22.810	105	0.07
22.813	105	0.07
22.817	105	0.07
22.820	104	0.07
22.823	104	0.07
22.827	104	0.07
22.830	104	0.07
22.833	104	0.07
22.837	103	0.07
22.840	103	0.07
22.843	103	0.07
22.847	103	0.07
22.850	103	0.07
22.853	103	0.07
22.857	103	0.07
22.860	103	0.07
22.863	102	0.07
22.867	102	0.07
22.870	102	0.07
22.873	102	0.07
22.877	102	0.07
22.880	102	0.07
22.883	102	0.07
22.887	102	0.07
22.890	102	0.07
22.893	102	0.07
22.897	103	0.07
22.900	103	0.07
22.903	103	0.07
22.907	103	0.07
22.910	103	0.07
22.913	103	0.07
22.917	103	0.07
22.920	103	0.07
22.923	103	0.07
22.927	103	0.07
22.930	103	0.07
22.933	103	0.07
22.937	104	0.07
22.940	104	0.07
22.943	103	0.07
22.947	103	0.07
22.950	103	0.07
22.953	103	0.07
22.957	103	0.07
22.960	103	0.07
22.963	103	0.07
22.967	103	0.07
22.970	103	0.07
22.973	103	0.07
22.977	102	0.07
22.980	102	0.07
22.983	102	0.07
22.987	101	0.07
22.990	101	0.07
22.993	100	0.07
22.997	100	0.07
23.000	99	0.07
23.003	99	0.07
23.007	98	0.07
23.010	98	0.07
23.013	97	0.07
23.017	96	0.07
23.020	96	0.07
23.023	95	0.06
23.027	94	0.06
23.030	94	0.06
23.033	93	0.06
23.037	92	0.06
23.040	92	0.06
23.043	91	0.06
23.047	91	0.06
23.050	90	0.06
23.053	90	0.06
23.057	89	0.06
23.060	89	0.06
23.063	88	0.06
23.067	88	0.06
23.070	88	0.06
23.073	88	0.06
23.077	87	0.06
23.080	87	0.06
23.083	87	0.06
23.087	87	0.06
23.090	87	0.06
23.093	87	0.06
23.097	87	0.06
23.100	87	0.06
23.103	87	0.06
23.107	87	0.06
23.110	87	0.06
23.113	87	0.06
23.117	87	0.06
23.120	88	0.06
23.123	88	0.06
23.127	88	0.06
23.130	88	0.06
23.133	88	0.06
23.137	88	0.06
23.140	88	0.06
23.143	89	0.06
23.147	89	0.06
23.150	89	0.06
23.153	89	0.06
23.157	89	0.06
23.160	89	0.06
23.163	89	0.06
23.167	89	0.06
23.170	89	0.06
23.173	89	0.06
23.177	88	0.06
23.180	88	0.06
23.183	88	0.06
23.187	88	0.06
23.190	87	0.06
23.193	87	0.06
23.197	87	0.06
23.200	86	0.06
23.203	86	0.06
23.207	85	0.06
23.210	85	0.06
23.213	84	0.06
23.217	84	0.06
23.220	83	0.06
23.223	83	0.06
23.227	82	0.06
23.230	82	0.06
23.233	81	0.06
23.237	81	0.06
23.240	80	0.05
23.243	80	0.05
23.247	79	0.05
23.250	79	0.05
23.253	78	0.05
23.257	78	0.05
23.260	78	0.05
23.263	77	0.05
23.267	77	0.05
23.270	77	0.05
23.273	76	0.05
23.277	76	0.05
23.280	76	0.05
23.283	76	0.05
23.287	76	0.05
23.290	75	0.05
23.293	75	0.05
23.297	75	0.05
23.300	75	0.05
23.303	75	0.05
23.307	75	0.05
23.310	75	0.05
23.313	75	0.05
23.317	75	0.05
23.320	75	0.05
23.323	76	0.05
23.327	76	0.05
23.330	76	0.05
23.333	76	0.05
23.337	76	0.05
23.340	76	0.05
23.343	76	0.05
23.347	76	0.05
23.350	77	0.05
23.353	77	0.05
23.357	77	0.05
23.360	77	0.05
23.363	77	0.05
23.367	77	0.05
23.370	77	0.05
23.373	77	0.05
23.377	77	0.05
23.380	77	0.05
23.383	77	0.05
23.387	76	0.05
23.390	76	0.05
23.393	76	0.05
23.397	76	0.05
23.400	75	0.05
23.403	75	0.05
23.407	75	0.05
23.410	74	0.05
23.413	74	0.05
23.417	74	0.05
23.420	73	0.05
23.423	73	0.05
23.427	73	0.05
23.430	72	0.05
23.433	72	0.05
23.437	72	0.05
23.440	72	0.05
23.443	71	0.05
23.447	71	0.05
23.450	71	0.05
23.453	71	0.05
23.457	71	0.05
23.460	71	0.05
23.463	71	0.05
23.467	71	0.05
23.470	71	0.05
23.473	71	0.05
23.477	71	0.05
23.480	71	0.05
23.483	72	0.05
23.487	72	0.05
23.490	72	0.05
23.493	72	0.05
23.497	73	0.05
23.500	73	0.05
23.503	73	0.05
23.507	73	0.05
23.510	74	0.05
23.513	74	0.05
23.517	74	0.05
23.520	75	0.05
23.523	76	0.05
23.527	76	0.05
23.530	76	0.05
23.533	76	0.05
23.537	77	0.05
23.540	77	0.05
23.543	77	0.05
23.547	78	0.05
23.550	78	0.05
23.553	78	0.05
23.557	78	0.05
23.560	78	0.05
23.563	79	0.05
23.567	79	0.05
23.570	79	0.05
23.573	79	0.05
23.577	79	0.05
23.580	79	0.05
23.583	79	0.05
23.587	79	0.05
23.590	79	0.05
23.593	79	0.05
23.597	79	0.05
23.600	79	0.05
23.603	79	0.05
23.607	79	0.05
23.610	79	0.05
23.613	79	0.05
23.617	79	0.05
23.620	79	0.05
23.623	79	0.05
23.627	79	0.05
23.630	79	0.05
23.633	79	0.05
23.637	79	0.05
23.640	79	0.05
23.643	79	0.05
23.647	79	0.05
23.650	80	0.05
23.653	80	0.05
23.657	80	0.05
23.660	80	0.05
23.663	80	0.05
23.667	80	0.05
23.670	80	0.05
23.673	80	0.05
23.677	80	0.05
23.680	81	0.06
23.683	81	0.06
23.687	81	0.06
23.690	81	0.06
23.693	81	0.06
23.697	82	0.06
23.700	82	0.06
23.703	82	0.06
23.707	82	0.06
23.710	82	0.06
23.713	83	0.06
23.717	83	0.06
23.720	83	0.06
23.723	83	0.06
23.727	83	0.06
23.730	84	0.06
23.733	84	0.06
23.737	84	0.06
23.740	84	0.06
23.743	84	0.06
23.747	85	0.06
23.750	85	0.06
23.753	85	0.06
23.757	85	0.06
23.760	85	0.06
23.763	85	0.06
23.767	85	0.06
23.770	85	0.06
23.773	85	0.06
23.777	85	0.06
23.780	85	0.06
23.783	85	0.06
23.787	85	0.06
23.790	85	0.06
23.793	85	0.06
23.797	85	0.06
23.800	85	0.06
23.803	84	0.06
23.807	84	0.06
23.810	84	0.06
23.813	84	0.06
23.817	83	0.06
23.820	83	0.06
23.823	83	0.06
23.827	83	0.06
23.830	82	0.06
23.833	82	0.06
23.837	81	0.06
23.840	81	0.06
23.843	81	0.06
23.847	80	0.05
23.850	80	0.05
23.853	79	0.05
23.857	79	0.05
23.860	78	0.05
23.863	78	0.05
23.867	77	0.05
23.870	77	0.05
23.873	77	0.05
23.877	76	0.05
23.880	76	0.05
23.883	75	0.05
23.887	75	0.05
23.890	74	0.05
23.893	74	0.05
23.897	74	0.05
23.900	73	0.05
23.903	73	0.05
23.907	73	0.05
23.910	72	0.05
23.913	72	0.05
23.917	72	0.05
23.920	71	0.05
23.923	71	0.05
23.927	71	0.05
23.930	71	0.05
23.933	70	0.05
23.937	70	0.05
23.940	70	0.05
23.943	70	0.05
23.947	70	0.05
23.950	69	0.05
23.953	69	0.05
23.957	69	0.05
23.960	69	0.05
23.963	69	0.05
23.967	69	0.05
23.970	68	0.05
23.973	68	0.05
23.977	68	0.05
23.980	68	0.05
23.983	68	0.05
23.987	68	0.05
23.990	68	0.05
23.993	68	0.05
23.997	68	0.05
24.000	68	0.05
24.003	68	0.05
24.007	67	0.05
24.010	67	0.05
24.013	67	0.05
24.017	67	0.05
24.020	67	0.05
24.023	67	0.05
24.027	67	0.05
24.030	67	0.05
24.033	67	0.05
24.037	67	0.05
24.040	67	0.05
24.043	67	0.05
24.047	67	0.05
24.050	67	0.05
24.053	67	0.05
24.057	67	0.05
24.060	67	0.05
24.063	67	0.05
24.067	67	0.05
24.070	67	0.05
24.073	67	0.05
24.077	66	0.04
24.080	66	0.04
24.083	66	0.04
24.087	66	0.04
24.090	66	0.04
24.093	66	0.04
24.097	66	0.04
24.100	66	0.04
24.103	66	0.04
24.107	66	0.04
24.110	66	0.04
24.113	66	0.04
24.117	65	0.04
24.120	65	0.04
24.123	65	0.04
24.127	65	0.04
24.130	65	0.04
24.133	65	0.04
24.137	65	0.04
24.140	64	0.04
24.143	64	0.04
24.147	64	0.04
24.150	64	0.04
24.153	64	0.04
24.157	64	0.04
24.160	64	0.04
24.163	64	0.04
24.167	63	0.04
24.170	63	0.04
24.173	63	0.04
24.177	63	0.04
24.180	63	0.04
24.183	63	0.04
24.187	63	0.04
24.190	63	0.04
24.193	63	0.04
24.197	63	0.04
24.200	63	0.04
24.203	63	0.04
24.207	63	0.04
24.210	63	0.04
24.213	63	0.04
24.217	63	0.04
24.220	63	0.04
24.223	63	0.04
24.227	63	0.04
24.230	63	0.04
24.233	63	0.04
24.237	63	0.04
24.240	63	0.04
24.243	63	0.04
24.247	63	0.04
24.250	63	0.04
24.253	63	0.04
24.257	63	0.04
24.260	64	0.04
24.263	64	0.04
24.267	64	0.04
24.270	64	0.04
24.273	64	0.04
24.277	64	0.04
24.280	64	0.04
24.283	64	0.04
24.287	65	0.04
24.290	65	0.04
24.293	65	0.04
24.297	65	0.04
24.300	65	0.04
24.303	65	0.04
24.307	66	0.04
24.310	66	0.04
24.313	66	0.04
24.317	66	0.04
24.320	66	0.04
24.323	66	0.04
24.327	67	0.05
24.330	67	0.05
24.333	67	0.05
24.337	67	0.05
24.340	67	0.05
24.343	68	0.05
24.347	68	0.05
24.350	68	0.05
24.353	68	0.05
24.357	69	0.05
24.360	69	0.05
24.363	69	0.05
24.367	69	0.05
24.370	70	0.05
24.373	70	0.05
24.377	70	0.05
24.380	70	0.05
24.383	71	0.05
24.387	71	0.05
24.390	71	0.05
24.393	71	0.05
24.397	72	0.05
24.400	72	0.05
24.403	72	0.05
24.407	72	0.05
24.410	73	0.05
24.413	73	0.05
24.417	73	0.05
24.420	73	0.05
24.423	73	0.05
24.427	74	0.05
24.430	74	0.05
24.433	74	0.05
24.437	74	0.05
24.440	74	0.05
24.443	74	0.05
24.447	74	0.05
24.450	74	0.05
24.453	74	0.05
24.457	74	0.05
24.460	74	0.05
24.463	74	0.05
24.467	74	0.05
24.470	73	0.05
24.473	73	0.05
24.477	73	0.05
24.480	73	0.05
24.483	73	0.05
24.487	72	0.05
24.490	72	0.05
24.493	72	0.05
24.497	71	0.05
24.500	71	0.05
24.503	71	0.05
24.507	70	0.05
24.510	70	0.05
24.513	70	0.05
24.517	69	0.05
24.520	69	0.05
24.523	69	0.05
24.527	68	0.05
24.530	68	0.05
24.533	67	0.05
24.537	67	0.05
24.540	67	0.05
24.543	66	0.04
24.547	66	0.04
24.550	66	0.04
24.553	65	0.04
24.557	65	0.04
24.560	65	0.04
24.563	64	0.04
24.567	64	0.04
24.570	64	0.04
24.573	63	0.04
24.577	63	0.04
24.580	63	0.04
24.583	62	0.04
24.587	62	0.04
24.590	62	0.04
24.593	61	0.04
24.597	61	0.04
24.600	61	0.04
24.603	60	0.04
24.607	60	0.04
24.610	60	0.04
24.613	59	0.04
24.617	59	0.04
24.620	59	0.04
24.623	59	0.04
24.627	58	0.04
24.630	58	0.04
24.633	58	0.04
24.637	57	0.04
24.640	57	0.04
24.643	57	0.04
24.647	57	0.04
24.650	56	0.04
24.653	56	0.04
24.657	56	0.04
24.660	56	0.04
24.663	56	0.04
24.667	55	0.04
24.670	55	0.04
24.673	55	0.04
24.677	55	0.04
24.680	55	0.04
24.683	55	0.04
24.687	55	0.04
24.690	55	0.04
24.693	55	0.04
24.697	55	0.04
24.700	55	0.04
24.703	55	0.04
24.707	55	0.04
24.710	55	0.04
24.713	55	0.04
24.717	55	0.04
24.720	55	0.04
24.723	55	0.04
24.727	55	0.04
24.730	56	0.04
24.733	56	0.04
24.737	56	0.04
24.740	56	0.04
24.743	56	0.04
24.747	57	0.04
24.750	57	0.04
24.753	57	0.04
24.757	57	0.04
24.760	58	0.04
24.763	58	0.04
24.767	58	0.04
24.770	59	0.04
24.773	59	0.04
24.777	59	0.04
24.780	59	0.04
24.783	60	0.04
24.787	60	0.04
24.790	60	0.04
24.793	60	0.04
24.797	60	0.04
24.800	60	0.04
24.803	60	0.04
24.807	61	0.04
24.810	61	0.04
24.813	61	0.04
24.817	61	0.04
24.820	61	0.04
24.823	61	0.04
24.827	61	0.04
24.830	61	0.04
24.833	61	0.04
24.837	61	0.04
24.840	61	0.04
24.843	61	0.04
24.847	61	0.04
24.850	61	0.04
24.853	61	0.04
24.857	61	0.04
24.860	61	0.04
24.863	61	0.04
24.867	61	0.04
24.870	61	0.04
24.873	61	0.04
24.877	61	0.04
24.880	61	0.04
24.883	60	0.04
24.887	60	0.04
24.890	60	0.04
24.893	60	0.04
24.897	60	0.04
24.900	60	0.04
24.903	60	0.04
24.907	60	0.04
24.910	59	0.04
24.913	59	0.04
24.917	59	0.04
24.920	59	0.04
24.923	59	0.04
24.927	58	0.04
24.930	58	0.04
24.933	58	0.04
24.937	58	0.04
24.940	58	0.04
24.943	58	0.04
24.947	58	0.04
24.950	57	0.04
24.953	57	0.04
24.957	57	0.04
24.960	57	0.04
24.963	57	0.04
24.967	57	0.04
24.970	57	0.04
24.973	57	0.04
24.977	57	0.04
24.980	57	0.04
24.983	57	0.04
24.987	57	0.04
24.990	56	0.04
24.993	56	0.04
24.997	56	0.04
25.000	56	0.04
25.003	56	0.04
25.007	56	0.04
25.010	56	0.04
25.013	56	0.04
25.017	56	0.04
25.020	56	0.04
25.023	56	0.04
25.027	56	0.04
25.030	56	0.04
25.033	56	0.04
25.037	56	0.04
25.040	56	0.04
25.043	56	0.04
25.047	56	0.04
25.050	56	0.04
25.053	56	0.04
25.057	55	0.04
25.060	55	0.04
25.063	55	0.04
25.067	55	0.04
25.070	55	0.04
25.073	54	0.04
25.077	54	0.04
25.080	54	0.04
25.083	54	0.04
25.087	53	0.04
25.090	53	0.04
25.093	53	0.04
25.097	52	0.04
25.100	52	0.04
25.103	52	0.04
25.107	51	0.03
25.110	51	0.03
25.113	51	0.03
25.117	51	0.03
25.120	50	0.03
25.123	50	0.03
25.127	50	0.03
25.130	50	0.03
25.133	50	0.03
25.137	50	0.03
25.140	50	0.03
25.143	49	0.03
25.147	49	0.03
25.150	50	0.03
25.153	50	0.03
25.157	50	0.03
25.160	50	0.03
25.163	50	0.03
25.167	50	0.03
25.170	51	0.03
25.173	51	0.03
25.177	52	0.04
25.180	52	0.04
25.183	52	0.04
25.187	53	0.04
25.190	54	0.04
25.193	54	0.04
25.197	55	0.04
25.200	55	0.04
25.203	56	0.04
25.207	56	0.04
25.210	57	0.04
25.213	58	0.04
25.217	58	0.04
25.220	59	0.04
25.223	60	0.04
25.227	60	0.04
25.230	61	0.04
25.233	61	0.04
25.237	62	0.04
25.240	62	0.04
25.243	63	0.04
25.247	64	0.04
25.250	64	0.04
25.253	64	0.04
25.257	65	0.04
25.260	65	0.04
25.263	65	0.04
25.267	66	0.04
25.270	66	0.04
25.273	66	0.04
25.277	66	0.04
25.280	67	0.05
25.283	67	0.05
25.287	67	0.05
25.290	67	0.05
25.293	67	0.05
25.297	67	0.05
25.300	67	0.05
25.303	67	0.05
25.307	67	0.05
25.310	67	0.05
25.313	67	0.05
25.317	66	0.04
25.320	66	0.04
25.323	66	0.04
25.327	66	0.04
25.330	66	0.04
25.333	66	0.04
25.337	65	0.04
25.340	65	0.04
25.343	65	0.04
25.347	65	0.04
25.350	65	0.04
25.353	64	0.04
25.357	64	0.04
25.360	64	0.04
25.363	64	0.04
25.367	64	0.04
25.370	64	0.04
25.373	63	0.04
25.377	63	0.04
25.380	63	0.04
25.383	63	0.04
25.387	63	0.04
25.390	63	0.04
25.393	63	0.04
25.397	63	0.04
25.400	63	0.04
