[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:05:48

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
Ret.Time	Absolute Intensity	Relative Intensity
10.610	114171	0.72
10.613	122458	0.77
10.617	133531	0.84
10.620	146899	0.92
10.623	163059	1.02
10.627	181421	1.14
10.630	203958	1.28
10.633	229701	1.44
10.637	254272	1.60
10.640	276914	1.74
10.643	299274	1.88
10.647	319006	2.00
10.650	333540	2.10
10.653	338413	2.13
10.657	332593	2.09
10.660	321054	2.02
10.663	305015	1.92
10.667	282426	1.78
10.670	254296	1.60
10.673	224141	1.41
10.677	196556	1.24
10.680	172628	1.08
10.683	154018	0.97
10.687	141649	0.89
10.690	133478	0.84
10.693	129733	0.82
10.697	131013	0.82
10.700	136615	0.86
10.703	142925	0.90
10.707	150539	0.95
10.710	159237	1.00
10.713	169111	1.06
10.717	177191	1.11
10.720	184391	1.16
10.723	192059	1.21
10.727	196863	1.24
10.730	196926	1.24
10.733	192216	1.21
10.737	183447	1.15
10.740	173994	1.09
10.743	166132	1.04
10.747	159152	1.00
10.750	151932	0.95
10.753	147385	0.93
10.757	148165	0.93
10.760	155916	0.98
10.763	166141	1.04
10.767	176972	1.11
10.770	185550	1.17
10.773	190621	1.20
10.777	192280	1.21
10.780	189719	1.19
10.783	181763	1.14
10.787	171157	1.08
10.790	157269	0.99
10.793	142346	0.89
10.797	129469	0.81
10.800	118519	0.74
10.803	110818	0.70
10.807	106323	0.67
10.810	105273	0.66
10.813	106362	0.67
10.817	110867	0.70
10.820	118398	0.74
10.823	127232	0.80
10.827	138286	0.87
10.830	149422	0.94
10.833	159317	1.00
10.837	169031	1.06
10.840	178672	1.12
10.843	189720	1.19
10.847	201894	1.27
10.850	212726	1.34
10.853	222740	1.40
10.857	233269	1.47
10.860	244962	1.54
10.863	257223	1.62
10.867	269098	1.69
10.870	283157	1.78
10.873	303449	1.91
10.877	336124	2.11
10.880	396434	2.49
10.883	503038	3.16
10.887	674934	4.24
10.890	934392	5.87
10.893	1311859	8.25
10.897	1834826	11.53
10.900	2513626	15.80
10.903	3321136	20.87
10.907	4197191	26.38
10.910	5101650	32.06
10.913	6001397	37.72
10.917	6879198	43.24
10.920	7790092	48.96
10.923	8748419	54.98
10.927	9615980	60.44
10.930	10343140	65.01
10.933	11019625	69.26
10.937	11606088	72.95
10.940	12083069	75.94
10.943	12475733	78.41
10.947	12674218	79.66
10.950	12605732	79.23
10.953	12262521	77.07
10.957	11535333	72.50
10.960	10247487	64.41
10.963	8381256	52.68
10.967	6174454	38.81
10.970	4085651	25.68
10.973	2509536	15.77
10.977	1517538	9.54
10.980	964494	6.06
10.983	670955	4.22
10.987	517177	3.25
10.990	434317	2.73
10.993	384586	2.42
10.997	350890	2.21
11.000	324609	2.04
11.003	303372	1.91
11.007	286632	1.80
11.010	272853	1.71
11.013	262750	1.65
11.017	259659	1.63
11.020	260345	1.64
11.023	261598	1.64
11.027	263264	1.65
11.030	265036	1.67
11.033	264920	1.67
11.037	260898	1.64
11.040	254577	1.60
11.043	244738	1.54
11.047	231623	1.46
11.050	218576	1.37
11.053	208472	1.31
11.057	200515	1.26
11.060	192883	1.21
11.063	186113	1.17
11.067	180434	1.13
11.070	177956	1.12
11.073	180175	1.13
11.077	187651	1.18
11.080	203904	1.28
11.083	235742	1.48
11.087	292433	1.84
11.090	383910	2.41
11.093	523207	3.29
11.097	720657	4.53
11.100	974463	6.12
11.103	1275376	8.02
11.107	1624313	10.21
11.110	1996868	12.55
11.113	2336522	14.69
11.117	2606229	16.38
11.120	2777696	17.46
11.123	2827415	17.77
11.127	2756306	17.32
11.130	2587279	16.26
11.133	2333466	14.67
11.137	2005587	12.61
11.140	1638548	10.30
11.143	1272589	8.00
11.147	953128	5.99
11.150	706044	4.44
11.153	524626	3.30
11.157	397983	2.50
11.160	311865	1.96
11.163	250832	1.58
11.167	205099	1.29
11.170	172497	1.08
11.173	148604	0.93
11.177	130641	0.82
11.180	116602	0.73
11.183	107171	0.67
11.187	101404	0.64
11.190	99589	0.63
11.193	99394	0.62
11.197	99429	0.62
11.200	99907	0.63
11.203	101271	0.64
11.207	103233	0.65
11.210	104772	0.66
11.213	106360	0.67
11.217	107068	0.67
11.220	107633	0.68
11.223	109962	0.69
11.227	112172	0.71
11.230	112335	0.71
11.233	112138	0.70
11.237	112224	0.71
11.240	112252	0.71
11.243	111467	0.70
11.247	109897	0.69
11.250	109269	0.69
11.253	110315	0.69
11.257	112442	0.71
11.260	115978	0.73
11.263	120659	0.76
11.267	126943	0.80
11.270	133771	0.84
11.273	142174	0.89
11.277	152902	0.96
11.280	165814	1.04
11.283	180723	1.14
11.287	200309	1.26
11.290	224804	1.41
11.293	251194	1.58
11.297	278409	1.75
11.300	306994	1.93
11.303	335599	2.11
11.307	361727	2.27
11.310	379244	2.38
11.313	384228	2.41
11.317	377635	2.37
11.320	361727	2.27
11.323	339119	2.13
11.327	314202	1.97
11.330	294657	1.85
11.333	282953	1.78
11.337	277310	1.74
11.340	281278	1.77
11.343	291483	1.83
11.347	304210	1.91
11.350	323126	2.03
11.353	343139	2.16
11.357	354856	2.23
11.360	355560	2.23
11.363	350514	2.20
11.367	338329	2.13
11.370	318429	2.00
11.373	292876	1.84
11.377	264393	1.66
11.380	237453	1.49
11.383	215480	1.35
11.387	198751	1.25
11.390	188119	1.18
11.393	184664	1.16
11.397	186182	1.17
11.400	190979	1.20
11.403	197929	1.24
11.407	204704	1.29
11.410	208299	1.31
11.413	208462	1.31
11.417	205164	1.29
11.420	197907	1.24
11.423	185051	1.16
11.427	170374	1.07
11.430	155778	0.98
11.433	142688	0.90
11.437	133623	0.84
11.440	127696	0.80
11.443	125866	0.79
11.447	130878	0.82
11.450	140599	0.88
11.453	153082	0.96
11.457	168173	1.06
11.460	183545	1.15
11.463	196400	1.23
11.467	205611	1.29
11.470	208537	1.31
11.473	205921	1.29
11.477	198762	1.25
11.480	188319	1.18
11.483	176916	1.11
11.487	163759	1.03
11.490	150497	0.95
11.493	139475	0.88
11.497	130325	0.82
11.500	123097	0.77
11.503	118837	0.75
11.507	118656	0.75
11.510	123101	0.77
11.513	132928	0.84
11.517	145739	0.92
11.520	160790	1.01
11.523	177218	1.11
11.527	191572	1.20
11.530	202418	1.27
11.533	208080	1.31
11.537	205876	1.29
11.540	195674	1.23
11.543	178938	1.12
11.547	160492	1.01
11.550	143073	0.90
11.553	129360	0.81
11.557	117965	0.74
11.560	109130	0.69
11.563	105481	0.66
11.567	105491	0.66
11.570	108353	0.68
11.573	111743	0.70
11.577	117907	0.74
11.580	126277	0.79
11.583	137555	0.86
11.587	153509	0.96
11.590	177578	1.12
11.593	210396	1.32
11.597	248121	1.56
11.600	287211	1.81
11.603	324467	2.04
11.607	355465	2.23
11.610	377418	2.37
11.613	391593	2.46
11.617	405043	2.55
11.620	428523	2.69
11.623	477534	3.00
11.627	573515	3.60
11.630	740572	4.65
11.633	994937	6.25
11.637	1347820	8.47
11.640	1808693	11.37
11.643	2357502	14.82
11.647	2950391	18.54
11.650	3560886	22.38
11.653	4177567	26.26
11.657	4796155	30.14
11.660	5382918	33.83
11.663	5849138	36.76
11.667	6172219	38.79
11.670	6327000	39.77
11.673	6242352	39.23
11.677	5927782	37.26
11.680	5403989	33.96
11.683	4714635	29.63
11.687	3936513	24.74
11.690	3148475	19.79
11.693	2442072	15.35
11.697	1872806	11.77
11.700	1460384	9.18
11.703	1188526	7.47
11.707	1006149	6.32
11.710	871736	5.48
11.713	760977	4.78
11.717	661861	4.16
11.720	567352	3.57
11.723	475636	2.99
11.727	388874	2.44
11.730	313087	1.97
11.733	254883	1.60
11.737	213574	1.34
11.740	184663	1.16
11.743	165981	1.04
11.747	158153	0.99
11.750	158179	0.99
11.753	165024	1.04
11.757	176909	1.11
11.760	196956	1.24
11.763	226027	1.42
11.767	262890	1.65
11.770	307111	1.93
11.773	355880	2.24
11.777	400923	2.52
11.780	437072	2.75
11.783	461368	2.90
11.787	471213	2.96
11.790	469297	2.95
11.793	460121	2.89
11.797	442778	2.78
11.800	422693	2.66
11.803	403735	2.54
11.807	383777	2.41
11.810	365523	2.30
11.813	352931	2.22
11.817	345224	2.17
11.820	338264	2.13
11.823	329495	2.07
11.827	322271	2.03
11.830	319115	2.01
11.833	317382	1.99
11.837	316533	1.99
11.840	315811	1.98
11.843	311916	1.96
11.847	303652	1.91
11.850	293240	1.84
11.853	285686	1.80
11.857	282322	1.77
11.860	282085	1.77
11.863	282422	1.78
11.867	282592	1.78
11.870	282025	1.77
11.873	275813	1.73
11.877	265785	1.67
11.880	249552	1.57
11.883	228380	1.44
11.887	206148	1.30
11.890	185156	1.16
11.893	168342	1.06
11.897	156010	0.98
11.900	147704	0.93
11.903	142174	0.89
11.907	141828	0.89
11.910	142034	0.89
11.913	144946	0.91
11.917	149863	0.94
11.920	153150	0.96
11.923	157062	0.99
11.927	164403	1.03
11.930	168691	1.06
11.933	168681	1.06
11.937	167913	1.06
11.940	164966	1.04
11.943	160526	1.01
11.947	154903	0.97
11.950	151149	0.95
11.953	148725	0.93
11.957	148386	0.93
11.960	152873	0.96
11.963	164456	1.03
11.967	183975	1.16
11.970	215410	1.35
11.973	262240	1.65
11.977	327501	2.06
11.980	424262	2.67
11.983	564664	3.55
11.987	749181	4.71
11.990	978648	6.15
11.993	1253047	7.88
11.997	1578355	9.92
12.000	1933039	12.15
12.003	2278600	14.32
12.007	2584247	16.24
12.010	2820521	17.73
12.013	2973585	18.69
12.017	3017898	18.97
12.020	2931612	18.43
12.023	2755067	17.32
12.027	2510887	15.78
12.030	2219728	13.95
12.033	1895701	11.91
12.037	1574377	9.90
12.040	1292169	8.12
12.043	1065775	6.70
12.047	885971	5.57
12.050	749153	4.71
12.053	647772	4.07
12.057	573042	3.60
12.060	522329	3.28
12.063	485887	3.05
12.067	448905	2.82
12.070	412749	2.59
12.073	378323	2.38
12.077	341953	2.15
12.080	304447	1.91
12.083	270235	1.70
12.087	243376	1.53
12.090	223249	1.40
12.093	209872	1.32
12.097	208747	1.31
12.100	218508	1.37
12.103	235244	1.48
12.107	258020	1.62
12.110	284407	1.79
12.113	311502	1.96
12.117	333187	2.09
12.120	343853	2.16
12.123	342340	2.15
12.127	327254	2.06
12.130	301167	1.89
12.133	269220	1.69
12.137	235307	1.48
12.140	207472	1.30
12.143	189353	1.19
12.147	179470	1.13
12.150	176697	1.11
12.153	179534	1.13
12.157	184506	1.16
12.160	189567	1.19
12.163	191008	1.20
12.167	185908	1.17
12.170	176681	1.11
12.173	163670	1.03
12.177	147941	0.93
12.180	131836	0.83
12.183	116823	0.73
12.187	105488	0.66
12.190	97586	0.61
12.193	92990	0.58
12.197	89749	0.56
12.200	89002	0.56
12.203	89321	0.56
12.207	91460	0.57
12.210	93253	0.59
12.213	94541	0.59
12.217	97148	0.61
12.220	97795	0.61
12.223	97922	0.62
12.227	99464	0.63
12.230	101268	0.64
12.233	102659	0.65
12.237	106154	0.67
12.240	111268	0.70
12.243	116707	0.73
12.247	123823	0.78
12.250	132311	0.83
12.253	141950	0.89
12.257	152752	0.96
12.260	163703	1.03
12.263	174063	1.09
12.267	183473	1.15
12.270	191424	1.20
12.273	196171	1.23
12.277	198855	1.25
12.280	201601	1.27
12.283	201878	1.27
12.287	199686	1.26
12.290	196190	1.23
12.293	191478	1.20
12.297	187516	1.18
12.300	187497	1.18
12.303	194359	1.22
12.307	212927	1.34
12.310	248047	1.56
12.313	306039	1.92
12.317	393722	2.47
12.320	515042	3.24
12.323	673207	4.23
12.327	864104	5.43
12.330	1070558	6.73
12.333	1270927	7.99
12.337	1435693	9.02
12.340	1539381	9.68
12.343	1570506	9.87
12.347	1531373	9.62
12.350	1432163	9.00
12.353	1281536	8.05
12.357	1082509	6.80
12.360	864129	5.43
12.363	667982	4.20
12.367	509283	3.20
12.370	390658	2.46
12.373	306101	1.92
12.377	250109	1.57
12.380	222125	1.40
12.383	221064	1.39
12.387	245769	1.54
12.390	298018	1.87
12.393	384192	2.41
12.397	512662	3.22
12.400	696067	4.37
12.403	952901	5.99
12.407	1289423	8.10
12.410	1689569	10.62
12.413	2123133	13.34
12.417	2551421	16.04
12.420	2935882	18.45
12.423	3215275	20.21
12.427	3337414	20.98
12.430	3295610	20.71
12.433	3088093	19.41
12.437	2744959	17.25
12.440	2315262	14.55
12.443	1870353	11.76
12.447	1467020	9.22
12.450	1111701	6.99
12.453	816235	5.13
12.457	593576	3.73
12.460	443469	2.79
12.463	351614	2.21
12.467	298051	1.87
12.470	268831	1.69
12.473	254231	1.60
12.477	249763	1.57
12.480	249857	1.57
12.483	249856	1.57
12.487	247687	1.56
12.490	240883	1.51
12.493	228800	1.44
12.497	211637	1.33
12.500	192388	1.21
12.503	177953	1.12
12.507	170350	1.07
12.510	171179	1.08
12.513	191902	1.21
12.517	244191	1.53
12.520	340614	2.14
12.523	488557	3.07
12.527	699155	4.39
12.530	977390	6.14
12.533	1316558	8.27
12.537	1705671	10.72
12.540	2107915	13.25
12.543	2483697	15.61
12.547	2816082	17.70
12.550	3064159	19.26
12.553	3221222	20.25
12.557	3334649	20.96
12.560	3424680	21.52
12.563	3511469	22.07
12.567	3608091	22.68
12.570	3733630	23.47
12.573	3878447	24.38
12.577	3985682	25.05
12.580	4018331	25.26
12.583	3927292	24.68
12.587	3696345	23.23
12.590	3346857	21.04
12.593	2897822	18.21
12.597	2406958	15.13
12.600	1918247	12.06
12.603	1476713	9.28
12.607	1111879	6.99
12.610	834442	5.24
12.613	643266	4.04
12.617	526809	3.31
12.620	468734	2.95
12.623	461276	2.90
12.627	498082	3.13
12.630	566774	3.56
12.633	653988	4.11
12.637	744693	4.68
12.640	817509	5.14
12.643	857633	5.39
12.647	862727	5.42
12.650	831302	5.22
12.653	755256	4.75
12.657	638930	4.02
12.660	513425	3.23
12.663	401784	2.53
12.667	308841	1.94
12.670	238155	1.50
12.673	189579	1.19
12.677	159083	1.00
12.680	140487	0.88
12.683	128706	0.81
12.687	123028	0.77
12.690	119818	0.75
12.693	118522	0.74
12.697	118447	0.74
12.700	118478	0.74
12.703	118518	0.74
12.707	119638	0.75
12.710	123199	0.77
12.713	131912	0.83
12.717	149982	0.94
12.720	183976	1.16
12.723	241414	1.52
12.727	329844	2.07
12.730	462063	2.90
12.733	642497	4.04
12.737	861229	5.41
12.740	1103281	6.93
12.743	1350265	8.49
12.747	1583234	9.95
12.750	1781148	11.19
12.753	1931492	12.14
12.757	2018328	12.69
12.760	2022752	12.71
12.763	1945362	12.23
12.767	1784521	11.22
12.770	1564111	9.83
12.773	1328715	8.35
12.777	1087111	6.83
12.780	853524	5.36
12.783	653791	4.11
12.787	496417	3.12
12.790	378425	2.38
12.793	295675	1.86
12.797	241793	1.52
12.800	208194	1.31
12.803	189821	1.19
12.807	181774	1.14
12.810	178652	1.12
12.813	176059	1.11
12.817	174018	1.09
12.820	172038	1.08
12.823	171833	1.08
12.827	171767	1.08
12.830	171712	1.08
12.833	171877	1.08
12.837	174356	1.10
12.840	178947	1.12
12.843	186918	1.17
12.847	197419	1.24
12.850	207408	1.30
12.853	217925	1.37
12.857	233238	1.47
12.860	257565	1.62
12.863	297434	1.87
12.867	357846	2.25
12.870	443318	2.79
12.873	558556	3.51
12.877	697792	4.39
12.880	839477	5.28
12.883	958750	6.03
12.887	1032276	6.49
12.890	1041392	6.55
12.893	986517	6.20
12.897	885351	5.56
12.900	762155	4.79
12.903	635026	3.99
12.907	513279	3.23
12.910	409727	2.58
12.913	334249	2.10
12.917	283097	1.78
12.920	249736	1.57
12.923	227669	1.43
12.927	213314	1.34
12.930	204011	1.28
12.933	195417	1.23
12.937	186436	1.17
12.940	178331	1.12
12.943	172148	1.08
12.947	168045	1.06
12.950	166950	1.05
12.953	167185	1.05
12.957	172551	1.08
12.960	182584	1.15
12.963	198738	1.25
12.967	231780	1.46
12.970	296307	1.86
12.973	409655	2.57
12.977	586102	3.68
12.980	836043	5.25
12.983	1158464	7.28
12.987	1525195	9.59
12.990	1913877	12.03
12.993	2313650	14.54
12.997	2650569	16.66
13.000	2853561	17.93
13.003	2912890	18.31
13.007	2821942	17.74
13.010	2591499	16.29
13.013	2264625	14.23
13.017	1874068	11.78
13.020	1474366	9.27
13.023	1117710	7.02
13.027	836081	5.25
13.030	649894	4.08
13.033	560947	3.53
13.037	574751	3.61
13.040	695469	4.37
13.043	912954	5.74
13.047	1202084	7.56
13.050	1545036	9.71
13.053	1916446	12.05
13.057	2261277	14.21
13.060	2532633	15.92
13.063	2689767	16.91
13.067	2694270	16.93
13.070	2552780	16.04
13.073	2289296	14.39
13.077	1934626	12.16
13.080	1554317	9.77
13.083	1194009	7.50
13.087	886323	5.57
13.090	649941	4.08
13.093	480637	3.02
13.097	370087	2.33
13.100	310180	1.95
13.103	291164	1.83
13.107	305363	1.92
13.110	348811	2.19
13.113	420550	2.64
13.117	513472	3.23
13.120	617622	3.88
13.123	718591	4.52
13.127	799671	5.03
13.130	851081	5.35
13.133	861794	5.42
13.137	825337	5.19
13.140	751684	4.72
13.143	655032	4.12
13.147	551276	3.46
13.150	452214	2.84
13.153	364077	2.29
13.157	295060	1.85
13.160	251012	1.58
13.163	237732	1.49
13.167	261664	1.64
13.170	334720	2.10
13.173	473557	2.98
13.177	697395	4.38
13.180	1036338	6.51
13.183	1497850	9.41
13.187	2045648	12.86
13.190	2644866	16.62
13.193	3253448	20.45
13.197	3774333	23.72
13.200	4137649	26.01
13.203	4354310	27.37
13.207	4401334	27.66
13.210	4263316	26.80
13.213	3986060	25.05
13.217	3610775	22.69
13.220	3204919	20.14
13.223	2833058	17.81
13.227	2525112	15.87
13.230	2255368	14.18
13.233	1986969	12.49
13.237	1699560	10.68
13.240	1415339	8.90
13.243	1143301	7.19
13.247	897998	5.64
13.250	696873	4.38
13.253	539613	3.39
13.257	420020	2.64
13.260	334287	2.10
13.263	277858	1.75
13.267	248165	1.56
13.270	240245	1.51
13.273	247944	1.56
13.277	271995	1.71
13.280	313501	1.97
13.283	371074	2.33
13.287	441041	2.77
13.290	515497	3.24
13.293	584470	3.67
13.297	631302	3.97
13.300	646010	4.06
13.303	634786	3.99
13.307	601710	3.78
13.310	548517	3.45
13.313	487730	3.07
13.317	431008	2.71
13.320	385094	2.42
13.323	352238	2.21
13.327	332476	2.09
13.330	324096	2.04
13.333	318213	2.00
13.337	309773	1.95
13.340	298446	1.88
13.343	281794	1.77
13.347	263297	1.65
13.350	247477	1.56
13.353	232836	1.46
13.357	220480	1.39
13.360	212242	1.33
13.363	209502	1.32
13.367	209438	1.32
13.370	212081	1.33
13.373	217318	1.37
13.377	221371	1.39
13.380	220512	1.39
13.383	212205	1.33
13.387	200846	1.26
13.390	187794	1.18
13.393	172908	1.09
13.397	157123	0.99
13.400	144675	0.91
13.403	137351	0.86
13.407	132613	0.83
13.410	130012	0.82
13.413	128151	0.81
13.417	123227	0.77
13.420	118678	0.75
13.423	114771	0.72
13.427	111772	0.70
13.430	111210	0.70
13.433	114617	0.72
13.437	122831	0.77
13.440	133935	0.84
13.443	147819	0.93
13.447	162287	1.02
13.450	176540	1.11
13.453	191051	1.20
13.457	205500	1.29
13.460	217356	1.37
13.463	227358	1.43
13.467	235776	1.48
13.470	241462	1.52
13.473	245702	1.54
13.477	247203	1.55
13.480	246308	1.55
13.483	239478	1.51
13.487	227343	1.43
13.490	215379	1.35
13.493	205813	1.29
13.497	201890	1.27
13.500	205594	1.29
13.503	223530	1.40
13.507	270334	1.70
13.510	362811	2.28
13.513	520593	3.27
13.517	762561	4.79
13.520	1098886	6.91
13.523	1516642	9.53
13.527	1984852	12.47
13.530	2461190	15.47
13.533	2862788	17.99
13.537	3115213	19.58
13.540	3190951	20.06
13.543	3064488	19.26
13.547	2740685	17.23
13.550	2313750	14.54
13.553	1892823	11.90
13.557	1527287	9.60
13.560	1236082	7.77
13.563	1013227	6.37
13.567	850994	5.35
13.570	735859	4.62
13.573	643927	4.05
13.577	570183	3.58
13.580	510176	3.21
13.583	466679	2.93
13.587	444512	2.79
13.590	450299	2.83
13.593	498000	3.13
13.597	594082	3.73
13.600	736073	4.63
13.603	904482	5.68
13.607	1070716	6.73
13.610	1216424	7.65
13.613	1333142	8.38
13.617	1395961	8.77
13.620	1372923	8.63
13.623	1277320	8.03
13.627	1140351	7.17
13.630	971833	6.11
13.633	787783	4.95
13.637	616066	3.87
13.640	475800	2.99
13.643	372746	2.34
13.647	302292	1.90
13.650	252262	1.59
13.653	216429	1.36
13.657	193863	1.22
13.660	179370	1.13
13.663	167696	1.05
13.667	160181	1.01
13.670	155245	0.98
13.673	153987	0.97
13.677	154241	0.97
13.680	157633	0.99
13.683	161690	1.02
13.687	167544	1.05
13.690	173923	1.09
13.693	179432	1.13
13.697	183537	1.15
13.700	186284	1.17
13.703	188875	1.19
13.707	191959	1.21
13.710	193455	1.22
13.713	193775	1.22
13.717	194736	1.22
13.720	196326	1.23
13.723	198330	1.25
13.727	198450	1.25
13.730	197569	1.24
13.733	196168	1.23
13.737	193815	1.22
13.740	193600	1.22
13.743	196186	1.23
13.747	201231	1.26
13.750	209880	1.32
13.753	221028	1.39
13.757	231816	1.46
13.760	239823	1.51
13.763	241508	1.52
13.767	241057	1.52
13.770	241906	1.52
13.773	244975	1.54
13.777	248126	1.56
13.780	252038	1.58
13.783	261811	1.65
13.787	277795	1.75
13.790	294349	1.85
13.793	304593	1.91
13.797	304967	1.92
13.800	298477	1.88
13.803	283545	1.78
13.807	261999	1.65
13.810	240010	1.51
13.813	221171	1.39
13.817	210681	1.32
13.820	212199	1.33
13.823	228369	1.44
13.827	257512	1.62
13.830	292935	1.84
13.833	328754	2.07
13.837	359961	2.26
13.840	379913	2.39
13.843	385449	2.42
13.847	379789	2.39
13.850	378569	2.38
13.853	405530	2.55
13.857	481099	3.02
13.860	620003	3.90
13.863	843301	5.30
13.867	1160057	7.29
13.870	1540223	9.68
13.873	1942981	12.21
13.877	2323969	14.61
13.880	2624475	16.50
13.883	2844820	17.88
13.887	2948857	18.53
13.890	2844644	17.88
13.893	2570991	16.16
13.897	2207175	13.87
13.900	1795030	11.28
13.903	1393838	8.76
13.907	1038055	6.52
13.910	745645	4.69
13.913	535896	3.37
13.917	403265	2.53
13.920	331195	2.08
13.923	319780	2.01
13.927	379313	2.38
13.930	522824	3.29
13.933	764787	4.81
13.937	1105619	6.95
13.940	1546499	9.72
13.943	2073919	13.03
13.947	2614054	16.43
13.950	3096786	19.46
13.953	3510249	22.06
13.957	3798345	23.87
13.960	3879560	24.38
13.963	3707643	23.30
13.967	3314446	20.83
13.970	2810599	17.66
13.973	2259689	14.20
13.977	1708179	10.74
13.980	1239267	7.79
13.983	899193	5.65
13.987	676002	4.25
13.990	536012	3.37
13.993	460513	2.89
13.997	431853	2.71
14.000	424538	2.67
14.003	416510	2.62
14.007	396212	2.49
14.010	363465	2.28
14.013	323030	2.03
14.017	277869	1.75
14.020	234231	1.47
14.023	197788	1.24
14.027	169395	1.06
14.030	149055	0.94
14.033	136602	0.86
14.037	130370	0.82
14.040	130382	0.82
14.043	138375	0.87
14.047	157023	0.99
14.050	189543	1.19
14.053	238221	1.50
14.057	297481	1.87
14.060	356491	2.24
14.063	409624	2.57
14.067	450802	2.83
14.070	470414	2.96
14.073	463564	2.91
14.077	433859	2.73
14.080	391885	2.46
14.083	345736	2.17
14.087	300443	1.89
14.090	266183	1.67
14.093	247312	1.55
14.097	241124	1.52
14.100	243501	1.53
14.103	247315	1.55
14.107	249404	1.57
14.110	243723	1.53
14.113	227773	1.43
14.117	207901	1.31
14.120	188798	1.19
14.123	169918	1.07
14.127	155159	0.98
14.130	146266	0.92
14.133	143639	0.90
14.137	146732	0.92
14.140	155585	0.98
14.143	165730	1.04
14.147	173859	1.09
14.150	178848	1.12
14.153	180185	1.13
14.157	178283	1.12
14.160	172903	1.09
14.163	163686	1.03
14.167	151393	0.95
14.170	139627	0.88
14.173	131742	0.83
14.177	127876	0.80
14.180	127990	0.80
14.183	131784	0.83
14.187	137223	0.86
14.190	145669	0.92
14.193	155831	0.98
14.197	170134	1.07
14.200	189782	1.19
14.203	214824	1.35
14.207	245125	1.54
14.210	281429	1.77
14.213	319713	2.01
14.217	351163	2.21
14.220	369887	2.32
14.223	371791	2.34
14.227	357918	2.25
14.230	333082	2.09
14.233	305409	1.92
14.237	285473	1.79
14.240	288483	1.81
14.243	323803	2.04
14.247	390846	2.46
14.250	485569	3.05
14.253	595831	3.74
14.257	708410	4.45
14.260	809517	5.09
14.263	869379	5.46
14.267	875960	5.51
14.270	840141	5.28
14.273	768930	4.83
14.277	676155	4.25
14.280	578649	3.64
14.283	489033	3.07
14.287	412945	2.60
14.290	349137	2.19
14.293	295205	1.86
14.297	248705	1.56
14.300	214531	1.35
14.303	196959	1.24
14.307	194307	1.22
14.310	204172	1.28
14.313	227420	1.43
14.317	264335	1.66
14.320	313798	1.97
14.323	378232	2.38
14.327	464663	2.92
14.330	582066	3.66
14.333	734766	4.62
14.337	921607	5.79
14.340	1143323	7.19
14.343	1394163	8.76
14.347	1654621	10.40
14.350	1895499	11.91
14.353	2096647	13.18
14.357	2248112	14.13
14.360	2326229	14.62
14.363	2331727	14.66
14.367	2278492	14.32
14.370	2163007	13.59
14.373	1967398	12.37
14.377	1706431	10.73
14.380	1426945	8.97
14.383	1174302	7.38
14.387	961909	6.05
14.390	782429	4.92
14.393	640649	4.03
14.397	538029	3.38
14.400	459044	2.89
14.403	402268	2.53
14.407	377772	2.37
14.410	387854	2.44
14.413	424708	2.67
14.417	491387	3.09
14.420	596521	3.75
14.423	713082	4.48
14.427	814109	5.12
14.430	888199	5.58
14.433	916819	5.76
14.437	880330	5.53
14.440	784392	4.93
14.443	665485	4.18
14.447	540267	3.40
14.450	418509	2.63
14.453	316975	1.99
14.457	242391	1.52
14.460	194442	1.22
14.463	169859	1.07
14.467	165764	1.04
14.470	179417	1.13
14.473	209548	1.32
14.477	255717	1.61
14.480	314418	1.98
14.483	378864	2.38
14.487	435957	2.74
14.490	471592	2.96
14.493	482401	3.03
14.497	471479	2.96
14.500	451530	2.84
14.503	441368	2.77
14.507	464706	2.92
14.510	549608	3.45
14.513	717239	4.51
14.517	970866	6.10
14.520	1294195	8.13
14.523	1647463	10.35
14.527	1976796	12.42
14.530	2244850	14.11
14.533	2418964	15.20
14.537	2442209	15.35
14.540	2315231	14.55
14.543	2075411	13.04
14.547	1767142	11.11
14.550	1464963	9.21
14.553	1224810	7.70
14.557	1070324	6.73
14.560	1025876	6.45
14.563	1095203	6.88
14.567	1265040	7.95
14.570	1509955	9.49
14.573	1768247	11.11
14.577	1978924	12.44
14.580	2110734	13.27
14.583	2174557	13.67
14.587	2187254	13.75
14.590	2149953	13.51
14.593	2078024	13.06
14.597	1972514	12.40
14.600	1837837	11.55
14.603	1705944	10.72
14.607	1592640	10.01
14.610	1487453	9.35
14.613	1372050	8.62
14.617	1246614	7.84
14.620	1120400	7.04
14.623	984329	6.19
14.627	833183	5.24
14.630	678482	4.26
14.633	536384	3.37
14.637	416974	2.62
14.640	323008	2.03
14.643	258415	1.62
14.647	221510	1.39
14.650	201867	1.27
14.653	190854	1.20
14.657	184093	1.16
14.660	181134	1.14
14.663	183804	1.16
14.667	193123	1.21
14.670	211617	1.33
14.673	242870	1.53
14.677	292040	1.84
14.680	362298	2.28
14.683	452961	2.85
14.687	559474	3.52
14.690	668905	4.20
14.693	769103	4.83
14.697	843867	5.30
14.700	879217	5.53
14.703	886060	5.57
14.707	886109	5.57
14.710	900340	5.66
14.713	943817	5.93
14.717	1015118	6.38
